"FIPS","year","sex","race","var_type","cb_homeowner","cb_renter","noncb_homeowner","noncb_renter","homeownership","cost_burden","severe_housing_problems"
"18097",2000,"male","black","percent",10.119866941959165,14.140284468914889,45.15944023858683,30.580408350539113,55.279307180546,24.26015141087405,13.649919706354668
"18097",2000,"male","black","population",34872,34872,34872,34872,34872,34872,34872
"18097",2000,"male","black","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"male","hispanic","estimate",303,1511,1387,2706,1690,1814,2569
"18097",2000,"male","hispanic","MOE",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"male","hispanic","percent",5.129507364144235,25.57982055188759,23.480616218046386,45.81005586592179,28.61012358219062,30.709327916031825,43.490773658371424
"18097",2000,"male","hispanic","population",5907,5907,5907,5907,5907,5907,5907
"18097",2000,"male","hispanic","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"male","other","estimate",478,726,2178,1827,2656,1204,975
"18097",2000,"male","other","MOE",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"male","other","percent",9.176425417546554,13.937416010750624,41.81224803225187,35.07391053945095,50.988673449798426,23.113841428297178,18.717604146669224
"18097",2000,"male","other","population",5209,5209,5209,5209,5209,5209,5209
"18097",2000,"male","other","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"male","total","estimate",20266,18286,118563,49002,138829,38552,20902
"18097",2000,"male","total","MOE",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"male","total","percent",9.832279724622422,8.871660270622996,57.52218400228997,23.77387600246462,67.34074185458796,18.70393999524542,10.140842337119208
"18097",2000,"male","total","population",206117,206117,206117,206117,206159,206117,206117
"18097",2000,"male","total","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"male","white","estimate",15956,11118,99250,33805,115206,27074,12598
"18097",2000,"male","white","MOE",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"male","white","percent",9.964466149167233,6.9431520836325715,61.98127759493908,21.111104172261115,71.92687814897828,16.907618232799805,7.867406903184309
"18097",2000,"male","white","population",160129,160129,160129,160129,160171,160129,160129
"18097",2000,"male","white","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","black","estimate",9270,18056,25875,25579,35145,27326,17249
"18097",2000,"total","black","MOE",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","black","percent",11.766945925361767,22.91952272150292,32.84463061690784,32.46890073622747,44.57819099684166,34.68646864686469,21.886816393858645
"18097",2000,"total","black","population",78780,78780,78780,78780,78839,78780,78810
"18097",2000,"total","black","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","hispanic","estimate",431,2485,1865,3625,2296,2916,3562
"18097",2000,"total","hispanic","MOE",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","hispanic","percent",5.127290030930288,29.562217463716394,22.18653342850345,43.12395907684987,27.31382345943374,34.68950749464668,42.37449440875565
"18097",2000,"total","hispanic","population",8406,8406,8406,8406,8406,8406,8406
"18097",2000,"total","hispanic","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","other","estimate",824,1597,2583,2748,3407,2421,1719
"18097",2000,"total","other","MOE",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","other","percent",10.62951496388029,20.601135190918473,33.32043343653251,35.44891640866873,43.949948400412794,31.230650154798763,22.174922600619198
"18097",2000,"total","other","population",7752,7752,7752,7752,7752,7752,7752
"18097",2000,"total","other","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","total","estimate",40597,51229,168320,91134,208917,91826,50324
"18097",2000,"total","total","MOE",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","total","percent",11.556877704395355,14.583523115463448,47.91619221134138,25.94340696879982,59.45597513809796,26.1404008198588,14.32467051891492
"18097",2000,"total","total","population",351280,351280,351280,351280,351381,351280,351310
"18097",2000,"total","total","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","white","estimate",30072,29091,137997,59182,168069,59163,27794
"18097",2000,"total","white","MOE",NA,NA,NA,NA,NA,NA,NA
"18097",2000,"total","white","percent",11.731202846197657,11.348510973621178,53.833160387295095,23.087125792886066,65.55362269096355,23.079713819818835,10.842546285821285
"18097",2000,"total","white","population",256342,256342,256342,256342,256384,256342,256342
"18097",2000,"total","white","CI",NA,NA,NA,NA,NA,NA,NA
"18097",2005,"female","black","estimate",8289,20666,12073,12729,20362,28955,16129
"18097",2005,"female","black","MOE",1755.8986133601222,3499.4592693750565,1954.0817143002234,2785.682361597424,2478.066733201005,3810.760396352348,2734.9074383521192
"18097",2005,"female","black","percent",15.419387242591661,38.443365515188724,22.458470524768867,23.67877671745075,37.7773654916512,53.862752757780385,30.00353442342393
"18097",2005,"female","black","population",53757,53757,53757,53757,53900,53757,53757
"18097",2005,"female","black","CI",3.266362731105014,6.5097741119762205,3.6350274648887093,5.181989994972606,4.5975264066809,7.0888635830726185,5.087537322306154
"18097",2005,"female","hispanic","estimate",313,2956,846,2036,1159,3269,2741
"18097",2005,"female","hispanic","MOE",253.46802489909845,963.654563151392,506.5798800288065,1130.1117076007354,611.2709107578653,986.0707544396853,740.6679861575968
"18097",2005,"female","hispanic","percent",5.0886034791090875,48.0572264672411,13.753861160786865,33.10030889286295,18.84246463989595,53.14582994635019,44.561859860185336
"18097",2005,"female","hispanic","population",6151,6151,6151,6151,6151,6151,6151
"18097",2005,"female","hispanic","CI",4.12076125669157,15.666632468726908,8.235732076553512,18.372812674373847,9.937748508500492,16.031064126803532,12.041423933630252
"18097",2005,"female","other","estimate",491,1210,2787,1318,3278,1701,474
"18097",2005,"female","other","MOE",338.2567624804418,536.7587358814013,1169.6876577221374,705.3121421071312,1219.5613861594875,606.1675452700764,337.7421765933298
"18097",2005,"female","other","percent",8.456768859800206,20.840509817430245,48.00206682741991,22.70065449534964,56.45883568722012,29.297278677230455,8.16396830864623
"18097",2005,"female","other","population",5806,5806,5806,5806,5806,5806,5806
"18097",2005,"female","other","CI",5.825986263872577,9.24489727663454,20.146187697591067,12.147987290856548,21.00519094315342,10.440364196866629,5.817123262027727
"18097",2005,"female","total","estimate",28202,43091,72016,35832,100218,71293,36831
"18097",2005,"female","total","MOE",2970.9363321083224,5028.493893248256,5338.293845541149,4280.489914672297,5899.3452164201035,5516.546399072635,4029.4547654721537
"18097",2005,"female","total","percent",15.7429064256647,24.054236606918572,40.20073573330505,20.002121234111677,55.899020548403655,39.79714303258327,20.5597825176816
"18097",2005,"female","total","population",179141,179141,179141,179141,179284,179141,179141
"18097",2005,"female","total","CI",1.6584346029710242,2.807003362294649,2.9799397377156254,2.389452953077351,3.2905028984293656,3.079443789569465,2.249320236836991
"18097",2005,"female","white","estimate",19109,18259,56310,19749,75419,37368,17487
"18097",2005,"female","white","MOE",2279.168277602874,2738.7904327302954,5062.288425695932,3541.9874554434477,5567.302126694199,3112.600628556248,2520.243427789516
"18097",2005,"female","white","percent",16.846958836961218,16.097578178035214,49.6442645930863,17.411198391917267,66.49122343004751,32.94453701499643,15.416964214869475
"18097",2005,"female","white","population",113427,113427,113427,113427,113427,113427,113427
"18097",2005,"female","white","CI",2.0093701478509294,2.41458421075255,4.463036513084127,3.122702227373948,4.9082688660497045,2.7441443647070343,2.221907859495108
"18097",2005,"male","black","estimate",5050,7176,10359,9726,15409,12226,7158
"18097",2005,"male","black","MOE",1234.9870230143108,1922.1271731447039,2113.4141901390863,2659.672683613296,2370.7506922945317,2144.8407426001354,1968.1131229940138
"18097",2005,"male","black","percent",15.62935223298567,22.209154777010927,32.060289065643275,30.101203924360124,47.68964129862895,37.8385070099966,22.153446194794345
"18097",2005,"male","black","population",32311,32311,32311,32311,32311,32311,32311
"18097",2005,"male","black","CI",3.8221875615558503,5.948832203103289,6.540850453836422,8.231477464681676,7.337286658706112,6.638113158367538,6.091155095769285
"18097",2005,"male","hispanic","estimate",1182,1953,2700,3222,3882,3135,2364
"18097",2005,"male","hispanic","MOE",778.5180396448756,941.682760816375,1864.3403044109866,1088.5246662518723,2022.8640313757496,1142.741907547916,871.1402660715726
"18097",2005,"male","hispanic","percent",13.050679032792315,21.563431599867506,29.811195760185495,35.57469360715469,42.86187479297781,34.61411063265982,26.10135806558463
"18097",2005,"male","hispanic","population",9057,9057,9057,9057,9057,9057,9057
"18097",2005,"male","hispanic","CI",8.595760623218235,10.397292269144032,20.58452362162953,12.01860070941672,22.33481319836314,12.617223225658783,9.618419632014714
"18097",2005,"male","other","estimate",495,136,3425,1589,3920,631,572
"18097",2005,"male","other","MOE",357.1432901529161,166.28501031361787,1198.557882327758,824.7015181885505,1242.2299488324416,378.24502728555467,400.50716726888925
"18097",2005,"male","other","percent",8.768821966341896,2.409211691762622,60.673162090345436,28.148804251550047,69.44198405668733,11.178033658104518,10.132860938883969
"18097",2005,"male","other","population",5645,5645,5645,5645,5645,5645,5645
"18097",2005,"male","other","CI",6.326719046110117,2.945704345679679,21.232203407046203,14.609415734075295,22.005844974888248,6.700531927113458,7.094901103080412
"18097",2005,"male","total","estimate",23231,20698,97737,35192,120968,43929,21987
"18097",2005,"male","total","MOE",2854.381844744585,2808.469361965918,5754.595772017136,4228.171199243977,6425.079886371647,3718.255637294355,2879.476481332588
"18097",2005,"male","total","percent",13.135396758981782,11.703174298024404,55.262979339357,19.898449603636816,68.28563364380469,24.838571057006188,12.432007599316966
"18097",2005,"male","total","population",176858,176858,176858,176858,177150,176858,176858
"18097",2005,"male","total","CI",1.6139399092744378,1.587979826734396,3.253794440747456,2.3907152626649495,3.6269149796057847,2.102396067632991,1.6281290534398147
"18097",2005,"male","white","estimate",16504,11433,81253,20655,97757,27937,11893
"18097",2005,"male","white","MOE",2215.1206816791046,2003.1834768715648,4976.362526893012,3135.944424361065,5217.722572314237,3132.232595087927,2119.776610048509
"18097",2005,"male","white","percent",12.710539489391198,8.805113789518272,62.57691863375563,15.9074280873349,75.1185289348917,21.51565327890947,9.159382340482884
"18097",2005,"male","white","population",129845,129845,129845,129845,130137,129845,129845
"18097",2005,"male","white","CI",1.705973030674346,1.542749799277265,3.8325407423412625,2.415144537225973,4.0094074493143665,2.4122858755346197,1.6325438869794824
"18097",2005,"total","black","estimate",13339,27842,22432,22455,35771,41181,23287
"18097",2005,"total","black","MOE",2177.559173562512,4278.378841346773,2718.391517545578,3290.3833243565637,3301.696092567046,4492.862294029832,3557.775827341079
"18097",2005,"total","black","percent",15.498210717107403,32.34884045173584,26.063112887484312,26.089835943672448,41.49238496247579,47.847051168843244,27.056513454477855
"18097",2005,"total","black","population",86068,86068,86068,86068,86211,86068,86068
"18097",2005,"total","black","CI",2.5300450499169402,4.970928616148595,3.1584230115090137,3.8230042807507596,3.8297851696037,5.220130936038751,4.133680145165543
"18097",2005,"total","hispanic","estimate",1495,4909,3546,5258,5041,6404,5105
"18097",2005,"total","hispanic","MOE",787.0111353667431,1342.1510039145187,1910.098357118358,1488.823605850438,2051.3587298867305,1382.1509866734893,1159.1356836022262
"18097",2005,"total","hispanic","percent",9.83035244608101,32.27906365071016,23.316675433982116,34.57390846922672,33.14702788006312,42.109416096791165,33.5678590215676
"18097",2005,"total","hispanic","population",15208,15208,15208,15208,15208,15208,15208
"18097",2005,"total","hispanic","CI",5.174981163642445,8.825295922636235,12.559826125186468,9.789739649200671,13.488681811459301,9.088315272708373,7.621881138888916
"18097",2005,"total","other","estimate",986,1346,6212,2907,7198,2332,1046
"18097",2005,"total","other","MOE",492.99527523090927,526.11744682390065,1583.8989086791494,1224.836169669744,1685.8454873200865,657.8971794665182,514.7510964060689
"18097",2005,"total","other","percent",8.61060169417518,11.75443192734259,54.248537245655406,25.386429132826827,62.859138939830586,20.36503362151777,9.134573399703083
"18097",2005,"total","other","population",11451,11451,11451,11451,11451,11451,11451
"18097",2005,"total","other","CI",4.305259586332279,4.594510932005071,13.831970209406597,10.696324946901965,14.722255587460364,5.745325119784457,4.4952501651040855
"18097",2005,"total","total","estimate",51433,63789,169753,71024,221186,115222,58818
"18097",2005,"total","total","MOE",4179.712340288055,5792.375357129513,7168.428827013978,4803.679191201261,7989.809427069194,5791.013758097109,4806.779975928922
"18097",2005,"total","total","percent",14.44751249301262,17.91830875929427,47.68356090887896,19.950617838814154,62.05524725475124,32.36582125230689,16.521956522349782
"18097",2005,"total","total","population",355999,355999,355999,355999,356434,355999,355999
"18097",2005,"total","total","CI",1.1740797980578752,1.627076299969807,2.013609259299599,1.349351877730348,2.241595758841523,1.6266938272571296,1.3502228871229756
"18097",2005,"total","white","estimate",35613,29692,137563,40404,173176,65305,29380
"18097",2005,"total","white","MOE",3179.2860782279017,3296.223748776962,6511.037072724092,4142.230890710041,6796.3634276555395,4038.984951306454,3060.1775875923445
"18097",2005,"total","white","percent",14.639169324870927,12.205268177184387,56.54699266664475,16.608569831299942,71.10081949713422,26.844437502055314,12.077016672695585
"18097",2005,"total","white","population",243272,243272,243272,243272,243564,243272,243272
"18097",2005,"total","white","CI",1.3068853292725435,1.3549540221550207,2.6764432703821615,1.702715845107551,2.7903809379282407,1.6602753096560452,1.2579242936270285
"18097",2006,"female","black","estimate",10432,24192,9736,9706,20168,34624,19516
"18097",2006,"female","black","MOE",1917.13267824341,2869.1358172211458,1747.6919657261546,2004.7072103504918,2118.291289188647,3377.765507706611,2924.926341190065
"18097",2006,"female","black","percent",19.294935819183962,44.74531128620575,18.007620315910184,17.95213257870011,37.23781388478582,64.04024710538971,36.09662264639515
"18097",2006,"female","black","population",54066,54066,54066,54066,54160,54066,54066
"18097",2006,"female","black","CI",3.545911808240687,5.3067284748661745,3.232515750612501,3.7078888957024594,3.911172985946542,6.247485494962843,5.409918139292837
"18097",2006,"female","hispanic","estimate",628,2422,651,1709,1279,3050,1723
"18097",2006,"female","hispanic","MOE",497.1590347049423,982.5373761332187,410.7606503594886,701.6609579731154,661.1256841875833,1085.4052308181954,732.4108264116527
"18097",2006,"female","hispanic","percent",11.608133086876157,44.768946395563766,12.033271719038817,31.589648798521257,23.641404805914974,56.37707948243993,31.848428835489834
"18097",2006,"female","hispanic","population",5410,5410,5410,5410,5410,5410,5410
"18097",2006,"female","hispanic","CI",9.189630955729063,18.16150417991162,7.592618306090363,12.969703474549268,12.22043778535274,20.06294326835851,13.53809290964238
"18097",2006,"female","other","estimate",483,246,1014,1128,1497,729,506
"18097",2006,"female","other","MOE",398.82142104581095,214.06753551157635,700.058060010918,842.2146177815961,784.5291981540586,447.5887510092272,401.78278918932057
"18097",2006,"female","other","percent",16.823406478578892,8.56844305120167,35.318704284221525,39.28944618599791,52.14211076280042,25.391849529780565,17.624521072796934
"18097",2006,"female","other","population",2871,2871,2871,2871,2871,2871,2871
"18097",2006,"female","other","CI",13.891376560285995,7.456201167244039,24.3837708119442,29.335235729069876,27.325990879625866,15.589994810492067,13.994524179356342
"18097",2006,"female","total","estimate",29472,44889,61075,33301,90547,74361,38353
"18097",2006,"female","total","MOE",2589.1674756586817,3829.776112136648,4054.7510700527287,3317.951196488392,4206.701574625599,4742.164033141277,3967.4014886174236
"18097",2006,"female","total","percent",17.46623443583802,26.602938300432033,36.19538097749753,19.73544628623242,53.558457843867934,44.069172736270055,22.698380758486813
"18097",2006,"female","total","population",168737,168737,168737,168737,169062,168737,168968
"18097",2006,"female","total","CI",1.5344396757431278,2.2696718041310726,2.4030005689639666,1.966344782998626,2.488259676701801,2.8103877828462505,2.3480194407328154
"18097",2006,"female","white","estimate",17929,18029,49674,20758,67603,35958,16608
"18097",2006,"female","white","MOE",1961.220196886686,2590.4655454232548,3575.7907640796743,2433.5998179479407,3712.0233457847826,3499.3797183745655,2464.9731376736136
"18097",2006,"female","white","percent",16.852147758247956,16.946141554657395,46.690478428423724,19.511232258670926,63.40495774753566,33.79828931290535,15.576668761313437
"18097",2006,"female","white","population",106390,106390,106390,106390,106621,106390,106621
"18097",2006,"female","white","CI",1.8434253190024306,2.434876910821745,3.3610214908165,2.287432858302416,3.481512409173411,3.289199848082118,2.311902099655428
"18097",2006,"male","black","estimate",4071,6355,12947,8965,17018,10426,5390
"18097",2006,"male","black","MOE",1085.3918926452327,1730.2735661106453,2379.930320851327,2252.586592814747,2435.86726494333,1765.5634492510458,1403.306393049109
"18097",2006,"male","black","percent",12.588904694167852,19.651802832580863,40.03648957882368,27.722802894427605,52.625394272991535,32.24070752674872,16.66769744572948
"18097",2006,"male","black","population",32338,32338,32338,32338,32338,32338,32338
"18097",2006,"male","black","CI",3.3563977136657575,5.350589294670806,7.359547037081226,6.9657572911582255,7.53252292950501,5.4597175126818165,4.339496546011222
"18097",2006,"male","hispanic","estimate",2320,3227,1549,4891,3869,5547,3071
"18097",2006,"male","hispanic","MOE",872.9898916224632,1170.6967005356255,725.0948400950734,1283.7416004846925,1127.5620071530434,1570.3128125337005,1064.3401704906191
"18097",2006,"male","hispanic","percent",19.354300492199883,26.92083090014182,12.922332526904146,40.80253608075415,32.276633019104025,46.275131392341706,25.619421039459418
"18097",2006,"male","hispanic","population",11987,11987,11987,11987,11987,11987,11987
"18097",2006,"male","hispanic","CI",7.282805469445759,9.766386089393722,6.049010095061929,10.709448573326876,9.40654047846036,13.100131914021027,8.879120467928749
"18097",2006,"male","other","estimate",581,1348,1450,2448,2031,1929,1042
"18097",2006,"male","other","MOE",450.77202358842106,832.7389866436241,720.3961930667042,828.9362948373958,667.0729554329122,908.8184337733528,750.0436984219652
"18097",2006,"male","other","percent",9.970825467650592,23.133688004118756,24.884159945083233,42.011326583147415,34.646878198567045,33.10451347176935,17.882272181225332
"18097",2006,"male","other","population",5827,5827,5827,5827,5862,5827,5827
"18097",2006,"male","other","CI",7.73591940258145,14.291041473204464,12.363071787655814,14.225781617254091,11.37961370578151,15.596678115211136,12.871867142988936
"18097",2006,"male","total","estimate",26371,21422,95638,41093,122009,47793,24713
"18097",2006,"male","total","MOE",2989.245053335792,3182.987414234268,4618.556061569189,3919.3532977332497,4795.321890889078,3846.0596205631355,3107.3979680306884
"18097",2006,"male","total","percent",14.291365892783595,11.609329951659404,51.829572304957615,22.26973185059938,66.10839894017631,25.900695844443,13.392837788038412
"18097",2006,"male","total","population",184524,184524,184524,184524,184559,184524,184524
"18097",2006,"male","total","CI",1.619976292154837,1.724972043871945,2.5029568303143166,2.1240344333166687,2.598259576010424,2.084314029916507,1.6840074830540681
"18097",2006,"male","white","estimate",19399,10492,79692,24789,99091,29891,15210
"18097",2006,"male","white","MOE",2665.557208158362,2044.997911798139,4079.798688609219,2763.125601990887,4268.877121899856,3021.6883834478613,2505.18683220758
"18097",2006,"male","white","percent",14.436787425951836,7.808174322031376,59.30699848182657,18.44803977019022,73.7437859077784,22.24496174798321,11.319322477897181
"18097",2006,"male","white","population",134372,134372,134372,134372,134372,134372,134372
"18097",2006,"male","white","CI",1.9837147680754637,1.5218928882491436,3.036197041503601,2.056325426421343,3.176909714747013,2.248748536486665,1.8643667075042274
"18097",2006,"total","black","estimate",14503,30547,22683,18671,37186,45050,24906
"18097",2006,"total","black","MOE",2220.2186928321385,3208.233635720363,2787.953915362259,2707.6367200263408,2976.2883215848733,3880.997447699657,3221.3352943170166
"18097",2006,"total","black","percent",16.785102541549,35.35368732929031,26.252256839961113,21.608953289199572,42.99058937778908,52.13878987083931,28.825054395629834
"18097",2006,"total","black","population",86404,86404,86404,86404,86498,86404,86404
"18097",2006,"total","black","CI",2.5695785991761246,3.7130614736821945,3.226649131246538,3.1336937179139173,3.4408753053074905,4.491687245613233,3.7282247283887515
"18097",2006,"total","hispanic","estimate",2948,5649,2200,6600,5148,8597,4794
"18097",2006,"total","hispanic","MOE",948.9847313649203,1494.9460519392499,760.1268039750013,1413.3766384526632,1198.902250192859,1774.0731280051566,1317.4057242171068
"18097",2006,"total","hispanic","percent",16.94545036500546,32.4711157096051,12.645858481347357,37.937575444042075,29.59130884635282,49.416566074610564,27.5564752543542
"18097",2006,"total","hispanic","population",17397,17397,17397,17397,17397,17397,17397
"18097",2006,"total","hispanic","CI",5.454875733545555,8.59312555003305,4.36929817770306,8.12425497759765,6.891430994958089,10.197580778324749,7.572602886802936
"18097",2006,"total","other","estimate",1064,1594,2464,3576,3528,2658,1548
"18097",2006,"total","other","MOE",614.9684597826949,900.0172942164779,952.4547869170747,1051.7661625089247,1067.4286358563977,1035.3043099428544,901.288654564258
"18097",2006,"total","other","percent",12.232697171763624,18.32605196596919,28.328351345136817,41.11289951713037,40.39848849192717,30.55874913773281,17.797194757415497
"18097",2006,"total","other","population",8698,8698,8698,8698,8733,8698,8698
"18097",2006,"total","other","CI",7.070228325853012,10.347405084116785,10.950273475707919,12.092046016428199,12.222931820180897,11.902785812173539,10.362021781607933
"18097",2006,"total","total","estimate",55843,66311,156713,74394,212556,122154,63066
"18097",2006,"total","total","MOE",3807.246421075703,4457.390437252636,5559.291080542666,4306.082301560346,4786.230555214615,5479.939270266369,4878.455193816737
"18097",2006,"total","total","percent",15.807858778636758,18.7711069152836,44.36181746640585,21.059216839673784,60.10842116277031,34.57896569392036,17.840856370158306
"18097",2006,"total","total","population",353261,353261,353261,353261,353621,353261,353492
"18097",2006,"total","total","CI",1.0777432043377853,1.2617839040405354,1.5737064325081644,1.2189520783670846,1.3534916068939953,1.5512437745084708,1.3800751343217774
"18097",2006,"total","white","estimate",37328,28521,129366,45547,166694,65849,31818
"18097",2006,"total","white","MOE",3113.3428145931425,3428.0387631054805,4733.511924828383,3687.91487524675,4333.946030600029,4608.597280833671,3539.3175824798836
"18097",2006,"total","white","percent",15.504107791096603,11.84613851023002,53.73190121364667,18.917852485026707,69.16964393156648,27.35024630132662,13.202873112497043
"18097",2006,"total","white","population",240762,240762,240762,240762,240993,240762,240993
"18097",2006,"total","white","CI",1.2931205151116631,1.4238288280980722,1.9660544125852015,1.5317678351429005,1.7983700898366464,1.914171372905056,1.4686391648221664
"18097",2007,"female","black","estimate",10068,18918,12338,13673,22406,28986,15582
"18097",2007,"female","black","MOE",1965.3249824854029,2676.152919559157,2200.166345505778,2169.204902878875,3138.1017021799976,3406.0405477384957,2671.9153476095103
"18097",2007,"female","black","percent",18.30645307925887,34.398239903994764,22.433950942778697,24.861356073967674,40.740404022037566,52.70469298325363,28.332454497518043
"18097",2007,"female","black","population",54997,54997,54997,54997,54997,54997,54997
"18097",2007,"female","black","CI",3.5735130688681256,4.865997999089327,4.000520656591774,3.9442240538190725,5.7059506921832055,6.193138803459272,4.858292902539248
"18097",2007,"female","hispanic","estimate",649,1721,1556,1479,2205,2370,604
"18097",2007,"female","hispanic","MOE",537.9896989418106,784.4766818045008,726.3876514429124,729.5447961126172,946.503681723558,955.7088999206295,480.24619203852103
"18097",2007,"female","hispanic","percent",12.007400555041627,31.840888066604993,28.788159111933393,27.363552266419983,40.795559666975024,43.848288621646624,11.174838112858465
"18097",2007,"female","hispanic","population",5405,5405,5405,5405,5405,5405,5405
"18097",2007,"female","hispanic","CI",9.95355594711953,14.513907156419997,13.439179490155642,13.497591047411975,17.511631484247143,17.681940794091204,8.88522094428346
"18097",2007,"female","other","estimate",652,965,969,1132,1621,1617,1171
"18097",2007,"female","other","MOE",394.0286668235574,763.1596289784333,464.8811910639104,738.8199361541011,564.1626968980225,922.103645849397,825.1028774765
"18097",2007,"female","other","percent",17.53630984400215,25.954814416352878,26.062399139322217,30.446476600322754,43.59870898332437,43.49112426035503,31.495427649273804
"18097",2007,"female","other","population",3718,3718,3718,3718,3718,3718,3718
"18097",2007,"female","other","CI",10.597866240547535,20.526079316256947,12.503528538566714,19.871434538840806,15.173821863852138,24.801066321931064,22.192116123628296
"18097",2007,"female","total","estimate",32073,39656,66900,35945,98973,71729,37750
"18097",2007,"female","total","MOE",3378.323427763578,3189.5965463957978,4044.2868478654555,3673.5623484636812,4663.919552395415,3852.6121779357386,3725.4771372662794
"18097",2007,"female","total","percent",18.372151637700917,22.715868342364843,38.321857779508974,20.590122240425263,56.69400941720989,41.08801998006576,21.624067730589893
"18097",2007,"female","total","population",174574,174574,174574,174574,174574,174574,174574
"18097",2007,"female","total","CI",1.9351813143787608,1.8270742186097575,2.3166604694086494,2.1043009545887026,2.6716003255899587,2.2068648125927908,2.134038938940667
"18097",2007,"female","white","estimate",20704,18052,52037,19661,72741,38756,20393
"18097",2007,"female","white","MOE",2499.375804794319,2301.1756186344187,3242.4007005855246,2569.2656193643156,3565.6583969123085,2725.388842859171,2680.827989677816
"18097",2007,"female","white","percent",18.744454705126117,16.34345519401742,47.11191989425462,17.80017020660184,65.85637459938074,35.08790989914353,18.46288952867257
"18097",2007,"female","white","population",110454,110454,110454,110454,110454,110454,110454
"18097",2007,"female","white","CI",2.262820545018124,2.083379161129899,2.9355213035159653,2.326095586727792,3.2281840376195596,2.467442413003758,2.4270990545184565
"18097",2007,"male","black","estimate",5436,6307,11540,11038,16976,11743,6074
"18097",2007,"male","black","MOE",1612.1144356496534,1717.2467718917105,1956.326926736684,2390.974480938159,2443.1154332399033,2084.735180942654,1558.6967883182892
"18097",2007,"male","black","percent",15.838699338597358,18.376504181113603,33.62372891232773,32.161067567961304,48.83633957596157,34.21520351971096,17.697619533230384
"18097",2007,"male","black","population",34321,34321,34321,34321,34761,34321,34321
"18097",2007,"male","black","CI",4.697166270358245,5.003486995984122,5.700087196575519,6.966505873774538,7.028323216362888,6.074226219931395,4.541524979803296
"18097",2007,"male","hispanic","estimate",1595,3233,2993,2539,4588,4828,2764
"18097",2007,"male","hispanic","MOE",653.6283870260303,1280.2524665725116,1081.5073736480026,1085.7085988295846,1233.4839748193936,1376.0040538562196,933.9635809588616
"18097",2007,"male","hispanic","percent",15.395752895752896,31.206563706563706,28.88996138996139,24.50772200772201,44.285714285714285,46.6023166023166,26.67953667953668
"18097",2007,"male","hispanic","population",10360,10360,10360,10360,10360,10360,10360
"18097",2007,"male","hispanic","CI",6.309154314923073,12.35764929124046,10.439260363397707,10.479812730015295,11.906215973160169,13.281892411739571,9.015092480297891
"18097",2007,"male","other","estimate",595,738,3393,1401,3988,1333,660
"18097",2007,"male","other","MOE",442.5123382291165,521.2264982975252,1153.210704262235,644.3628993955967,1185.0619275337472,705.4323144497989,344.53542266362103
"18097",2007,"male","other","percent",9.711114738044719,12.045046515423536,55.377835808715524,22.866002937816223,64.36410587475791,21.756161253468257,10.771992818671453
"18097",2007,"male","other","population",6127,6127,6127,6127,6196,6127,6127
"18097",2007,"male","other","CI",7.222332923602358,8.507042570548803,18.82178397686037,10.516776552890432,19.12624156768475,11.513502765624269,5.623231967743121
"18097",2007,"male","total","estimate",24589,22007,95189,39372,119778,46596,22645
"18097",2007,"male","total","MOE",3074.911668329474,3350.2989938636447,4768.520725305832,3617.4931840932677,4992.774428553978,3988.1839490010993,3101.8087241311723
"18097",2007,"male","total","percent",13.573309339412775,12.148026297631336,52.54503000160082,21.733634361355065,65.93308599297613,25.721335637044113,12.500207002765556
"18097",2007,"male","total","population",181157,181157,181157,181157,181666,181157,181157
"18097",2007,"male","total","CI",1.697373917833412,1.8493897524598248,2.6322586073438132,1.9968829159752413,2.7483262848050702,2.2015069519814854,1.712221290996855
"18097",2007,"male","white","estimate",16963,11729,77263,24394,94226,28692,13147
"18097",2007,"male","white","MOE",2676.6342400984677,2213.494267523354,4303.66271040741,3319.0360956460313,4518.163495307717,3273.9703366442172,2261.4098059805524
"18097",2007,"male","white","percent",13.013525228425227,8.998151117384868,59.27394916723565,18.714374486954252,72.28747439566088,22.011676345810095,10.08599989259603
"18097",2007,"male","white","population",130349,130349,130349,130349,130349,130349,130349
"18097",2007,"male","white","CI",2.05343672763003,1.6981290746560036,3.3016461272487008,2.546268936198998,3.466204953860572,2.5116957833540856,1.7348884962527924
"18097",2007,"total","black","estimate",15504,25225,23878,24711,39382,40729,21656
